"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR"
2822,"Bowsza","Doboslawa ",20,34
2823,"Marlicki","Manswet ",27,22
2824,"Romaszkow","Dorian",29,27
2825,"Toraur","Maurycy ",24,9
2826,"Ciombor","Klement ",28,14
2827,"Kuzlecka","Zbigniew",26,16
2828,"Illner","Milosz ",24,24
2829,"Giczen","Lechoslawa ",28,23
2830,"Subczak","Wislaw",25,10
2831,"Szczypin","Klaudiusz ",21,12
2832,"Lukasczyk","Dalestryj ",27,34
2833,"Sierda","Bazyliusz",22,22
2834,"Altszulin","Amadeusz",22,9
2835,"Stupay","Ninogniew ",27,7
2836,"Narozniak","Maura ",21,24
2837,"Pacurkowski","Izaura ",22,6
2838,"Tadera","Edyta",24,33
2839,"Glowacki","Monia",24,27
2840,"Zamojdo","Iza",26,10
2841,"Andreskowski","Natalia ",27,12
2842,"Gdarz","Narcyz ",24,16
2843,"Kucks","Przemek",27,10
2844,"Montukow","Tomasz",22,35
2845,"Biellert","Ania",28,24
2846,"Kaniorczyk","Onufry",29,27
2847,"Oksiedzyi","Anita",23,19
2848,"Myalski","Iwo ",21,33
2849,"Brudzilowska","Seweryna",29,34
2850,"Bugrym","Wiola",27,26
2851,"Kabun","Niegodoma ",22,15
2852,"Kiafas","Leontyn ",20,20
2853,"Illmer","Helena ",29,10
2854,"Tancowna","Wenancjusz",26,17
2855,"Demarkowski","Arnulf",22,2
2856,"Garaj","Emma ",28,18
2857,"Patk","Dominika ",22,32
2858,"Pakultimis","Toska",20,12
2859,"Suzga","Bozena",23,21
2860,"Zawedowicz","Dobroniega ",26,2
2861,"Tulodziejecka","Herman ",28,34
2862,"Nastorek","Alojzy",23,14
2863,"Wilichnowski","Dagmara ",22,27
2864,"Glatza","Mikolaj ",24,14
2865,"Fiernow","Festus ",26,7
2866,"Gonislawska","Czesio",27,2
2867,"Tobicz","Fryderyk ",24,19
2868,"Ossipow","Tyburcjusz",22,33
2869,"Slipiko","Chociemir",25,33
2870,"Granica","Berta",22,34
2871,"Swarat","Tezeusz",28,4
2872,"Balunas","Bozo",23,7
2873,"Cieperska","Dobromira ",22,8
2874,"Tappis","Tadeusz",26,18
2875,"Wolsztyniak","Jolanta",27,6
2876,"Kajdrys","Dobrosiodl ",22,33
2877,"Hocak","Ligia ",20,20
2878,"Barnstorf","Bianka",26,16
2879,"Malecki","Lubomirz ",28,25
2880,"Banus","Pamelka",25,10
2881,"Kunce","Donata ",27,26
2882,"Gemcza","Maciej ",20,25
2883,"Pacukiewicz","Zbyszek",29,33
2884,"Dyck","Franek",25,17
2885,"Malson","Bonifacy",20,27
2886,"Tromaras","Dobrosiodl ",26,17
2887,"Szafnicki","Dobroniega ",22,35
2888,"Horgiel","Dytrych ",28,19
2889,"Zbysinski","Oktawia",23,36
2890,"Gegawa","Joanna ",22,27
2891,"Nicieja","Mscigniew ",26,29
2892,"Lubakow","Gerwazy",22,7
2893,"Julonkiewicz","Maciek",27,33
2894,"Waszczur","Sydonia",22,36
2895,"Jasche","Barabasz",26,33
2896,"Pacmolczyk","Teofan",26,28
2897,"Bialonczyk","Konstantyn ",24,35
2898,"Werenicz","Onufry",25,11
2899,"Helasz","Przymyslaw",22,23
2900,"Kiewicka","Lucjan",23,31
2901,"Nossier","Dalemir ",22,13
2902,"Ajzermann","Bogumir",20,22
2903,"Dobianski","Dobromira ",21,16
2904,"Kuisz","Sergiusz",21,5
2905,"Zieziula","Dobrawa ",27,34
2906,"Marholz","Paloma",21,16
2907,"Wlostkowski","Konkordiusz ",23,31
2908,"Pobarska","Luboradz ",21,34
2909,"Trofimenko","Erhard ",21,10
2910,"Mokobrodzka","Leoncjusz ",25,36
2911,"Kiems","Dacjusz",25,29
2912,"Zenczakowski","Apoloniusz",23,10
2913,"Lettke","Gaspar",20,26
2914,"Jampula","Godzimir ",28,28
2915,"Slubecki","Kasia",29,8
2916,"Cedzilo","Marlena ",27,32
2917,"Ehrchen","Kuba",22,19
2918,"Baucewicz","Georgia ",26,2
2919,"Buratczyk","Racibor",21,9
2920,"Pradela","Dobielut ",28,27
2921,"Krzyscien","Teofan",21,35
2922,"Piuta","Bazylisa",23,16
2923,"Chalkias","Oktawia",20,34
2924,"Karzinska","Blazej",21,7
2925,"Skroburska","Dobromir ",22,14
2926,"Mohamed","Miranda ",26,8
2927,"Rabij","Sergiusz",24,33
2928,"Preiznar","Sydonia",26,19
2929,"Chrapkiewicz","Slawomiar",20,25
2930,"Kugenbuch","Przemysl",27,17
2931,"Kope","Jaromir ",26,25
2932,"Gamarcy","Leokadiusz ",25,33
2933,"Nowosad","Wieslaw",27,8
2934,"Pryca","Bohusz",21,11
2935,"Lajek","Nadmir ",27,11
2936,"Dancyg","Genowefa ",20,16
2937,"Polpunska","Klementyna ",21,29
2938,"Chliczkowska","Wladyslawa",24,22
2939,"Baczala","Krystyna ",22,18
2940,"Sedo","Miron ",24,12
2941,"Strankiewicz","Diogenes ",22,16
2942,"Tukiewicz","Dalemir ",25,33
2943,"Zjadewicz","Gonsalwy ",27,11
2944,"Zolikowska","Diana ",22,14
2945,"Giercha","Paloma",24,24
2946,"Zadler","Bernardyn",27,2
2947,"Zambrzycki","Namir ",21,19
2948,"Foluta","Klaudyna ",21,18
2949,"Sygdziak","Nikanor ",26,23
2950,"Wejtun","Honorat ",29,4
2951,"Figielewicz","Felicjana ",21,9
2952,"Bosienski","Tyburcjusz",25,24
2953,"Ryfko","Domazyr ",27,24
2954,"Kazula","Goska",23,4
2955,"Zap","Hugo ",26,12
2956,"Siemiak","Leontyna ",26,6
2957,"Rojstak","Fabrycjan ",23,5
2958,"Wawszczak","Monika ",22,17
2959,"Szelemej","Czeslawa",25,27
2960,"Hirotomi","Izyda ",20,3
2961,"Kierste","Delfin",24,12
2962,"Smulko","Ania",28,23
2963,"Mertas","Hipolit ",20,11
2964,"Czuruk","Gebhard ",20,9
2965,"Byzydlo","Bonifacy",27,4
2966,"Walcarz","Aneta",28,31
2967,"Bojdys","Alicja",21,21
2968,"Poloniak","Hipolita ",29,6
2969,"Orwid-Pluta","Leonia ",25,19
2970,"Mladenka","Berta",22,25
2971,"Zantour","Czeslaw ",22,29
2972,"Giczeniek","Salomon",26,5
2973,"Cenilewicz","Kornel ",24,11
2974,"Rolisad","Irydion ",24,32
2975,"Lamdsman","Diogenes ",24,26
2976,"Zbrzezniak","Huniemir",22,19
2977,"Roelle","Majka",28,9
2978,"Hawdecka","Aurelia ",24,35
2979,"Ersetic","Klemencja ",24,12
2980,"Matuszak","Bazyli",28,28
2981,"Frejsler","Oktawia",25,28
2982,"Tymbarski","Pamelka",22,15
2983,"Sambill","Dionizjusz ",21,33
2984,"Bachurski","Bernardyna",28,15
2985,"Raether","Max",23,32
2986,"Zultak","Ciecirada ",27,24
2987,"Kosack","Dalemir ",25,11
2988,"Machtalowicz","Ciechoslaw ",26,16
2989,"Turczyn","Nadzieja ",28,24
2990,"Ciemienieszek","Lidia ",24,6
2991,"Postolow","Balbina",22,8
2992,"Iskandarow","Sylwester",28,29
2993,"Dynia","Honoryna ",27,5
2994,"Sawczykiewicz","Oriana",25,14
2995,"Gawlicki","Bozydar",27,20
2996,"Jeskowiak","Klemens ",29,14
2997,"Chochrek","Leontyn ",28,34
2998,"Pasierski","Nieteg ",26,8
2999,"Niezychowska","Domorad ",23,24
3000,"Brykarczyk","Dariusz ",26,11
3001,"Suchodul","Henryka ",28,27
3002,"Robaczewski","Marianna ",28,11
3003,"Kochowiak","Kleofas ",22,19
3004,"Paleza","Basia",22,3
3005,"Chrobacinska","Ladyslaw ",20,8
3006,"Jurkianiec","Walenty",24,32
3007,"Arpas","Oda",22,21
3008,"Klingiert","Zdzislaw",27,16
3009,"Tham","Hiob ",28,36
3010,"Drozdzowski","Marzena ",29,12
3011,"Kryzel","Janina ",21,27
3012,"Strzelka","Zachary",21,3
3013,"Posatawka","Eryka ",27,7
3014,"Soltysow","Waclaw",24,26
3015,"Spaczek","Nikanor ",26,29
3016,"Elmus","Bernadeta",28,33
3017,"Komischke","Felicja ",20,4
3018,"Chusakowska","Dagmara ",27,18
3019,"Klaczka","Witold",28,25
3020,"Szczychniak","Drogomir ",28,2
3021,"Alzak","Zuzia",20,29
3022,"Bialaszyk","Irena ",22,16
3023,"Porsz","Gajusz",28,6
3024,"Hilus","Zofia",27,23
3025,"Gasiorek","Godzimir ",27,22
3026,"Batman","Grzymislaw ",20,10
3027,"Marmala","Wlodzislaw",20,18
3028,"Nowrotkiewicz","Manomir ",22,11
3029,"Ginczelewski","Maryna ",24,8
3030,"Toff","Krzesimir ",26,10
3031,"Obrusow","Oktawia",20,9
3032,"Baliwajder","Dagmara ",24,33
3033,"Ladka","Norma ",25,20
3034,"Drdzanek","Izbor ",29,9
3035,"Wylucki","Zbigniew",21,9
3036,"Figielewska","Czeslawa",20,11
3037,"Okrutny","Madzia ",21,3
3038,"Karycz","Zdzislaw",24,29
3039,"Gollosch","Izka",26,19
3040,"Kobeluszczyk","Albert",28,22
3041,"Ebersoldt","Rufin",28,5
3042,"Symolka","Marcjanna ",21,17
3043,"Kromrych","Karina ",27,17
3044,"Misielinski","Florenty ",28,29
3045,"Gruszkowski","Nadia",25,22
3046,"Samburski","Izbor ",25,18
3047,"Korzynowicz","Korneliusz ",23,11
3048,"Gauc","Blandyna ",20,31
3049,"Przesor","Dobielut ",22,4
3050,"Debinny","Beatka",24,34
3051,"Czernuszyn","Agata",26,28
3052,"Bierzchala","Klaudian ",25,30
3053,"Szoldruk","Protazy",23,3
3054,"Joncz","Naczeslawa ",27,4
3055,"Grogolinska","Misiek",29,16
3056,"Korcielecka","Edzio",20,4
3057,"Swierczynski","Longin ",26,29
3058,"Czarnogorcew","Max",26,23
3059,"Pochelak","Huniemir",24,28
3060,"Gappe","Blandyn ",28,2
3061,"Achremowicz","Patryk",26,36
3062,"Korpus","Leontyna ",23,35
3063,"Oresch","Niegowoj ",22,13
3064,"Naumczyk","Adrianna",27,3
3065,"Krysztop","Alwin",27,20
3066,"Urodzon","Slawomiar",22,26
3067,"Balaza","Honoryna ",26,29
3068,"Kolendkowska","Honoriusz ",27,18
3069,"Ellner","Teofania",28,30
3070,"Radlinski","Ryta",24,5
3071,"Ademczyk","Ola",28,19
3072,"Laczewski","Raisa",22,13
3073,"Homot","Elwira ",27,12
3074,"Jorgan","Wit",27,17
3075,"Staschiok","Jonasz ",29,13
3076,"Wontorek","Manuela ",27,33
3077,"Kotarbicki","Izydor ",21,29
3078,"Zanis","Oswald",20,36
3079,"Motylak","Nieteg ",29,23
3080,"Klepacha","Druzjan ",23,26
3081,"Radoszowicz","Maryna ",20,14
3082,"Boulak","Marcjal ",26,26
3083,"Hyman","Mscislawa ",28,19
3084,"Parzelak","SykstuS",20,2
3085,"Galczenko","Mironieg ",29,19
3086,"Sierzchala","Cieslaw ",25,9
3087,"Mienkinia","Horacjusz ",23,35
3088,"Gruj","Jola",26,17
3089,"Zdrusz","Misiek",27,24
3090,"Gluczkowski","Jaclaw ",23,31
3091,"Czerniewski","Cieslaw ",26,21
3092,"Szemelfejnik","Domazyr ",22,33
3093,"Tuptynski","Nienach ",29,5
3094,"Sabal","Dorotka",26,15
3095,"Bogowski","Kasper ",28,4
3096,"Szylinowicz","Pelagia",20,3
3097,"Rogowy","Blandyn ",23,5
3098,"Szwabig","Maks",22,15
3099,"Pimosik","Marysia",23,25
3100,"Dragarzyk","Renat",23,18
3101,"Jewasinski","Marta ",28,24
3102,"Meczykowski","Ludmar ",28,7
3103,"Diemian","Kryspina ",21,9
3104,"Rumpczick","Piotr",24,26
3105,"Krautschneider","Dolores ",24,20
3106,"Gulyk","Mironieg ",24,12
3107,"Abycht","Leona ",29,9
3108,"Krzyston","Sabina",27,31
3109,"Byzik","Grzesiek",20,12
3110,"Romziuk","Balbin",25,10
3111,"Dziedziec","Nagod ",29,33
3112,"Jarnula","Edwin",22,32
3113,"Fortenbach","Ewald ",22,35
3114,"Swiatnik","Konkordia ",26,6
3115,"Malz","Brygida",25,22
3116,"Chwalimska","Eryk ",24,24
3117,"Zeberski","Maciej ",29,11
3118,"Jaszula","Wenancjusz",24,33
3119,"Jerecha","Jonasz ",25,3
3120,"Gurniewicz","Erast ",22,22
3121,"Asenska","Diana ",27,3
3122,"Wocislowicz","Benedykta",20,13
3123,"Pomeranc","Mscibor ",29,13
3124,"Ciotarska","Fortunata ",23,27
3125,"Barylinski","Karmen ",20,32
3126,"Jojka","Witomir",24,8
3127,"Staraszkiewicz","Artek",28,34
3128,"Kranka","Adam",21,21
3129,"Lanz","Mscislaw ",20,29
3130,"Fatera","Fideliusz ",22,35
3131,"Lauzer","Irena ",27,5
3132,"Berwotka","Dionizjusz ",29,2
3133,"Mitera","Elwira ",26,8
3134,"Nebrat","Dominika ",25,9
3135,"Miemczycki","Oktawiusz",25,13
3136,"Dyakow","Herakles ",26,33
3137,"Grandt","Nawoj ",20,20
3138,"Poczobot","Gniewomir ",21,10
3139,"Buder","Lidia ",25,30
3140,"Pulcin","Henia",26,15
3141,"Planik","Eryk ",29,23
3142,"Zyzniewski","Samuel",23,3
3143,"Moson","Olga",22,28
3144,"Szalona","Sydonia",28,12
3145,"Dydnik","Juri",25,24
3146,"Zerwe","Jaropelk ",24,23
3147,"Wyrbanow","Gajusz",26,16
3148,"Lancares","Wislaw",26,16
3149,"Ledandowska","Albert",25,3
3150,"Ratuch","Lucjan ",21,21
3151,"Camis","Leopold ",27,31
3152,"Boniotorska","Marlena ",25,19
3153,"Surobiranda","Iga ",29,2
3154,"Wajduch","Libert ",22,19
3155,"Szydlewicz","Alfred",25,25
3156,"Heindrych","Malwin ",21,11
3157,"Godzyk","Jarostryj ",26,31
3158,"Totz","Filip ",26,14
3159,"Kuricki","Lena ",27,2
3160,"Kurr","Budzislawa",29,20
3161,"Gotunski","Dalia",27,20
3162,"Klinias","Hugon ",25,21
3163,"Oberti","Dobrochna ",28,26
3164,"Krolczewski","Tezeusz",29,32
3165,"Kugacki","Ariadna",29,29
3166,"Wydziela","Lucjola ",22,14
3167,"Kautzki","Kryspin ",25,19
3168,"Losiew","Adrian",29,27
3169,"Wajndych","Georgia ",20,28
3170,"Kirschte","Kuba",27,9
3171,"Kurzius","Balbina",24,3
3172,"Kotyrlo","Witalian",20,19
3173,"Majersfeld","Pelagiusz",25,27
3174,"Charaburda","Innocenty ",26,33
3175,"Drodzal","Alwin",23,12
3176,"Bib","Jonasz ",22,31
3177,"Wolosik","Bianka",22,3
3178,"Sankunas","Bogudar",27,29
3179,"Dydon","Zbygniewa",27,20
3180,"Bernasek","Dobroslawa ",29,6
3181,"Portiuk","Monika ",28,31
3182,"Cyrnal","Angela",20,28
3183,"Konka","Czeslawa",27,27
3184,"Suliwanowicz","Ezechiel ",27,14
3185,"Piesniarska","Ksaweryna ",27,28
3186,"Gnoza","Bartlomieja",22,30
3187,"Prekiel","Raisa",27,18
3188,"Pazdziech","Elwira ",23,2
3189,"Belewiat","Borzuj",28,24
3190,"Puaniecki","Bodzeta ",26,9
3191,"Cipa","Zuza",22,4
3192,"Tycman","Dacjan ",26,30
3193,"Kaperta","Gloria ",25,5
3194,"Odiniec","Humbert ",24,24
3195,"Mitzka","Florenty ",29,16
3196,"Stapiska","Bernardyna",28,14
3197,"Koktysz","Gonsalwy ",29,36
3198,"Dereczynski","Fortunat ",26,13
3199,"Kriwko","Hilaria ",24,4
3200,"Szlitter","Bolek",21,35
3201,"Bornus","Oriana",21,24
3202,"Gajad","Czarek",24,24
3203,"Tycher","Slawoslaw",26,11
3204,"Sawluczuk","Pelagia",24,8
3205,"Kauczyk","Euzebia ",20,31
3206,"Harmo","Nawuj ",24,18
3207,"Swachta","Luiza ",27,18
3208,"Huziak","Faust",21,5
3209,"Mozdzanowska","Albert",22,4
3210,"Jorzak","Brykcjusz ",27,34
3211,"Styczyna","Otto",26,24
3212,"Stajnke","Maslaw ",20,11
3213,"Idychowski","Iga ",28,21
3214,"Baklarzec","Ildefons ",22,7
3215,"Kiwatyniec","Flawiusz ",28,9
3216,"Smolucha","Dolores ",20,6
3217,"Wolasik","Robek",24,3
3218,"Sazen","Beatka",27,26
3219,"Kobiernowski","Asia",27,15
3220,"Prokosza","Emilka",23,27
3221,"Choroszman","Gerard ",27,23
3222,"Georgiewski","Armand",20,18
3223,"Skorutowski","Krzys",28,32
3224,"Dolenta","Judyta ",21,2
3225,"Golkiewicz","Teofila",29,14
3226,"Gullbrandsson","Biedrzyslaw ",28,18
3227,"Saklaski","Urszula",20,35
3228,"Buratyn","Jonatan ",20,31
3229,"Krzywko","Ladyslaw ",26,3
3230,"Hojzer","Bartlomieja",26,8
3231,"Wilgan","Pelagiusz",27,16
3232,"Broziniak","Faustyna ",25,32
3233,"Czochon","Galfryd ",27,2
3234,"Musiarczyk","Fabrycy",29,34
3235,"Pobierezna","Mieczyslaw ",27,33
3236,"Buchcienska","Max",25,10
3237,"Suzdorf","Modesta ",29,23
3238,"Smiechowicz","Emanuel ",20,12
3239,"Nikotorowicz","Protazy",27,2
3240,"Zuske","Herakles ",24,36
3241,"Joskowiak","Danuta ",27,10
3242,"Zurn","Dalestryj ",27,35
3243,"Borzonko","Bartek",28,36
3244,"Winder","Andrzej",26,4
3245,"Madrecki","Ariel",28,4
3246,"Elitt","Julia ",21,34
3247,"Kaliszok","Tobiasz",21,8
3248,"Ciehowlas","Ernesta ",23,13
3249,"Kudelka","Emilian ",26,18
3250,"Oscianko","Wirgiliusz",28,35
3251,"Strempel","Mscibor ",28,25
3252,"Jakubczel","Luiza ",26,22
3253,"Pazdziorski","Dobiemir ",20,3
3254,"Skryjka","Bazyla",29,15
3255,"Folmanski","Apoloniusz",27,19
3256,"Stodolniak","Krzyslaw ",24,5
3257,"George","Augustyna",22,10
3258,"Masset","Mateusz ",22,31
3259,"Pereszyk","Barbara",26,35
3260,"Pesz","Kazik",20,11
3261,"Machatin","Cieszyslaw ",29,35
3262,"Kielus","Donat ",25,26
3263,"Tomann","Mironieg ",28,27
3264,"Radzininska","Dlugomil ",20,11
3265,"Rozkiewicz","Leon ",25,12
3266,"Dostaw","Galfryd ",22,36
3267,"Brosze","Miestwin ",24,25
3268,"Radziminski","Kalasanty ",20,19
3269,"Kachell","Bozena",28,34
3270,"Bodziosz","Balcer",26,10
3271,"Madrachimowa","Lilian ",26,7
3272,"Matuja","Manswet ",29,8
3273,"Jawis","Wirginiusz",20,14
3274,"Kurejwo","Wiktor",27,27
3275,"Chwiel","Jaroslaw ",20,5
3276,"Szubina","Donat ",21,4
3277,"Zlowocki","Bartek",28,29
3278,"Wyslek","Dobrowoj ",28,21
3279,"Donew","Julian ",25,32
3280,"Artynicz","Malina ",28,20
3281,"Kliszniak","Niestoj ",24,30
3282,"Tichanow","Radzislaw",23,13
3283,"Forysiewicz","Wirginia",29,2
3284,"Wlodyrczyk","Faust",29,34
3285,"Kreczuch","Dariusz ",22,23
3286,"Mazulis","Ernestyn ",27,9
3287,"Korgiel","Lidka",24,25
3288,"Koplinski","Elka",22,32
3289,"Glaba","Marcela ",23,4
3290,"Nachtstern","Wlodzimierz",25,30
3291,"Woszczyszyn","Julia ",21,18
3292,"Tokisz","Felicjana ",22,33
3293,"Obrocha","Jan",25,18
3294,"Szmatowicz","Basia",22,2
3295,"Nowojowski","Aga",24,25
3296,"Cienkowski","Jaclaw ",21,34
3297,"Mysik","Kleofas ",29,13
3298,"Pendra","Amanda",22,27
3299,"Siegmund","Ludgarda ",26,21
3300,"Zerucha","Wiktoria",22,32
3301,"Bomcka","Alfreda",20,5
3302,"Chizuk","Stefania",26,33
3303,"Okienczyk","Augusta",25,33
3304,"Madochowska","Manuela ",20,34
3305,"Teklinski","Klaudiusz ",23,15
3306,"Podobidow","Augustyna",20,24
3307,"Pecuras","Malgorzata ",21,17
3308,"Ometnik","Felicyta ",23,32
3309,"Bengowski","Mironieg ",23,15
3310,"Szencinski","Wieslaw",28,15
3311,"Stellig","Gajusz",29,26
3312,"Ostalak","Dobrociech ",23,5
3313,"Kuszpin","Czedrog ",27,23
3314,"Ledwinka","Lech",23,21
3315,"Noszko","Stefan",25,36
3316,"Stypienski","Bruno",27,35
3317,"Oganiaczyk","Stefan",20,34
3318,"Wergun","Nestor ",26,30
3319,"Ruscinski","Roman",25,25
3320,"Chlody","Smyslawa",23,18
3321,"Cieszmowski","Eufrozyna ",23,12
3322,"Szpotun","Dariusz ",22,9
3323,"Dubielewicz","Adolf",20,30
3324,"Kryzak","Martyn ",27,18
3325,"Forscher","Alex",25,29
3326,"Dumienik","Mieczyslawa ",22,30
3327,"Kolopajlo","Baldwina",27,16
3328,"Mitudis","Rajnold",28,3
3329,"Trystenska","Krzysztofa ",28,19
3330,"Wienczek","Arkadiusz",24,20
3331,"Stejner","Renata",26,3
3332,"Droidziel","Onufry",20,11
3333,"Paluczynski","Slawoslaw",20,24
3334,"Bernaciok","Blandyn ",29,20
3335,"Holdenmajer","Czesbor ",27,26
3336,"Docter","Sebastiana",28,31
3337,"Jedrkowiak","Igor ",23,34
3338,"Zbirug","Bianka",26,8
3339,"Slicha","Alfred",28,20
3340,"Liachow","Leokadia ",29,26
3341,"Korenko","Irena ",25,28
3342,"Goronowicz","Faust",26,27
3343,"Bell","Gromislaw ",28,18
3344,"Szufarski","Emilia ",27,20
3345,"Reznikow","Eufrozyna ",26,11
3346,"Staparek","Radoslawa",26,13
3347,"Hagenmajster","Przemek",20,25
3348,"Moranko","Przemek",20,35
3349,"Kurcwal","Diogenes ",20,23
3350,"Wiertiochin","Sergiusz",21,25
3351,"Wenclewski","Artur",27,16
3352,"Hinicz","Nikodem ",23,6
3353,"Madejowicz","Borzymir",21,2
3354,"Czemerko","Czcislaw ",22,26
3355,"Jubiel","Wirginiusz",23,13
3356,"Binerowski","Czabor ",29,5
3357,"Gembus","Chocieslaw",28,5
3358,"Chocholko","Donat ",28,10
3359,"Winierczyk","Damazy ",20,5
3360,"Bakala","Barnaba",24,28
3361,"Schiekel","Klotylda ",25,11
3362,"Dawnis","Kalasanty ",21,13
3363,"Masztakow","Ezechiel ",27,16
3364,"Sosniuk","Korneliusz ",28,30
3365,"Szrodzinski","Wirgiliusz",21,33
3366,"Plenskowski","Magnus ",21,29
3367,"Urbeinzik","Staslaw",27,29
3368,"Otulak","Lubomir ",26,29
3369,"Zalyszniewski","Enniusz ",20,5
3370,"Siryj","Morzyslawa ",28,8
3371,"Giorgiewska","Waclaw",26,20
3372,"Cymutta","Iza",26,9
3373,"Chocianowicz","Gaudenty ",25,13
3374,"Ilikowska","Ilona ",28,25
3375,"Henclik","Eryka ",27,32
3376,"Figeland","Rajmunda",25,4
3377,"Bernhawser","Lucja ",23,35
3378,"Deculkowska","Stefania",25,23
3379,"Jakacz","Bronislawa ",29,7
3380,"Szutow","Dobromil ",21,23
3381,"Gniediejko","Iza",24,22
3382,"Trojnar","Witold",29,7
3383,"Gladzik","Klementyna ",24,6
3384,"Stochalak","Niemst ",21,20
3385,"Dzienin","Serafin",20,17
3386,"Molinero","Bernardyna",24,31
3387,"Aleszew","Otto",29,12
3388,"Burchalewski","Noe ",27,4
3389,"Graniec","Jasiu",23,36
3390,"Guszczuk","Leslaw ",27,11
3391,"Kostuczenko","Brunon",28,18
3392,"Cwojdzynska","Adrianna",27,12
3393,"Zawadka","Manomir ",21,35
3394,"Bigdowski","Radoslaw",26,21
3395,"Maradzinski","Izbor ",28,15
3396,"Kiebasz","Slawomira",26,3
3397,"Zalunski","Borzyslawa ",25,32
3398,"Kobielan","Cezariusz",21,23
3399,"Platun","Dionizja ",24,6
3400,"Kolnierek","Ostrowod",21,15
3401,"Gladziszewski","Rebeka",25,31
3402,"Rzegucki","Kornelia ",20,34
3403,"Harmanowicz","Helena ",22,9
3404,"Renausz","Julian ",25,19
3405,"Magdziarski","Bozeciecha",26,30
3406,"Heroliczek","Paloma",27,35
3407,"Swechowicz","Hermana ",29,29
3408,"Ciazkowska","Eufrozyna ",24,26
3409,"Ecler","Otton",20,35
3410,"Hrynenko","Radomila",21,25
3411,"Bartetzko","Cyprian ",22,7
3412,"Poczyszcz","Radek",20,20
3413,"Szuchnielska","Zachary",21,35
3414,"Saneluk","Klementyn ",27,13
3415,"Rozaltowska","Klara ",25,11
3416,"Placzynski","Urszula",27,34
3417,"Huzarek","Cezaryna",21,28
3418,"Tylicki","Mscislawa ",21,33
3419,"Twardowicz","Marcjan ",22,25
3420,"Kulodziejczuk","Iza",21,12
3421,"Suilczynska","Hubert ",28,27
3422,"Sukta","Herbert ",29,23
3423,"Cyffert","Mscislaw ",28,19
3424,"Achtner","Hubert ",26,31
3425,"Grunsz","Jas",23,22
3426,"Jorgos","Krystyna ",28,23
3427,"Kuhna","Jarema",23,31
3428,"Pielacinski","Czarek",27,17
3429,"Jasiul","Czcibora ",27,7
3430,"Maloszewski","Marcjanna ",25,13
3431,"Wedziella","Teodozjusz",27,20
3432,"Kobrylo","Izydora",22,27
3433,"Randla","Barbara",24,16
3434,"Horysiak","Dobieslaw ",29,29
3435,"Pieniecki","Leon ",25,36
3436,"Zackiewicz","Leslaw ",23,11
3437,"Bawrowska","SykstuS",25,12
3438,"Prych","Domazyr ",23,30
3439,"Leniw","Sylwin",22,7
3440,"Hinze","Marta ",23,33
3441,"Demedas","Druzjanna ",28,15
3442,"Wachowski","Kazimiera ",23,26
3443,"Chamula","Izolda ",26,17
3444,"Siwirkow","Eryka ",28,33
3445,"Czubanski","Leona ",23,12
3446,"Angielaszek","Efrem",26,3
3447,"Czornejko","Henryka ",22,30
3448,"Krylyk","Longin ",21,5
3449,"Ballada","Anetka",23,10
3450,"Stelnik","Edytka",22,27
3451,"Robiak","Kajetan",25,35
3452,"Tworyszczuk","Manswet ",25,6
3453,"Czechmistro","Leonida ",21,2
3454,"Lepmert","Gostmil ",26,7
3455,"Gorszki","Armand",22,4
3456,"Masa","Grzesiek",20,10
3457,"Ozminski","Aurelian",28,15
3458,"Turosz","Kalinka",27,23
3459,"Pientos","Zachariasz",25,29
3460,"Pietras","Radomila",25,2
3461,"Loegler","Ksymena ",23,27
3462,"Jolnicka","Ciechoslaw ",26,32
3463,"Halczyj","Wiktoria",26,26
3464,"Grys","Borzymir",24,36
3465,"Debala","Witolda",26,7
3466,"Hanaszczak","Drogoslawa ",27,4
3467,"Biercewicz","Ben",28,20
3468,"Potalas","Matylda ",23,9
3469,"Pomza","Epifan ",26,22
3470,"Damraht","Romeo",21,15
3471,"Litwinienko","Lechoslawa ",20,26
3472,"Strunek","Ludomil ",25,17
3473,"Gotlibowski","Druzjan ",27,5
3474,"Ondyc","Innocenta ",28,5
3475,"Wiznica","Menodora ",28,31
3476,"Rachalik","Angelika",20,7
3477,"Onuljaniuk","Eugeniusz ",28,11
3478,"Podlipnia","Orchidea",29,17
3479,"Lezaka","Delfin",26,3
3480,"Zierek","Ligia ",24,14
3481,"Przygiel","Dobieslawa ",29,29
3482,"Korodczuk","Harald",26,20
3483,"Nogajczyk","Eutropiusz ",20,25
3484,"Padzich","Leslawa ",26,10
3485,"Wilkojc","Justyn ",23,30
3486,"Bernadeta","Zygfryd",23,31
3487,"Jerzmanowska","Franciszek ",29,3
3488,"Lonczuk","Radek",24,24
3489,"Homolnik","Milowit ",20,33
3490,"Pizmak","Mati",26,22
3491,"Dmytrow","Eufrozyna ",24,23
3492,"Kiempkowska","Celestyn",20,31
3493,"Waszek","Lucjusz ",24,12
3494,"Trombski","Wlodzimierz",27,20
3495,"Szolkiewicz","Alicja",27,23
3496,"Hitrec","Fidelis ",28,19
3497,"Montelatyc","Milowit ",23,11
3498,"Fuzinski","Eligiusz ",29,34
3499,"Mattusch","Maciek",22,5
3500,"Zadroz","Tezeusz",20,34
